difficulty,question,pronunciation,answers,correct
JLPT N3,郵送,ゆうそう,"① 우송","① 우송"
JLPT N3,夕立,ゆうだち,"①   (여름 오후에 내리는) 소나기","①   (여름 오후에 내리는) 소나기"
JLPT N3,夕日·夕陽,ゆうひ,"① 석양","① 석양"
JLPT N3,夕焼(け),ゆうやけ,"① 저녁노을","① 저녁노을"
JLPT N3,優良,ゆうりょう,"① 우량,우수","① 우량,우수"
JLPT N3,床·牀,ゆか,"① 마루","① 마루"
JLPT N3,茹でる,ゆでる,"① 데치다,삶다","① 데치다,삶다"
JLPT N3,緩い·弛い,ゆるい,"① 느슨하다,헐겁다\n② 느리다","① 느슨하다,헐겁다\n② 느리다"
JLPT N3,夜明け,よあけ,"① 새벽","① 새벽"
JLPT N3,酔う,よう,"① 술에 취하다\n② 멀미하다","① 술에 취하다\n② 멀미하다"
JLPT N3,要求,ようきゅう,"① 요구","① 요구"
JLPT N3,用件,ようけん,"① 용건  (=동의어 用事<ようじ>)","① 용건  (=동의어 用事<ようじ>)"
JLPT N3,用途,ようと,"① 용도","① 용도"
JLPT N3,漸く,ようやく,"① 겨우,간신히\n② 차차","① 겨우,간신히\n② 차차"
JLPT N3,ヨーロッパ,(포르투갈어) Europa,"① 유럽","① 유럽"
JLPT N3,欲張り,よくばり,"① 욕심이 많음,욕심꾸러기","① 욕심이 많음,욕심꾸러기"
JLPT N3,横切る,よこぎる,"① 가로지르다,횡단하다","① 가로지르다,횡단하다"
JLPT N3,寄越す·遣す,よこす,"① 보내다,넘겨주다","① 보내다,넘겨주다"
JLPT N3,汚す,よごす,"① 더럽히다","① 더럽히다"
JLPT N3,予算,よさん,"① 예산","① 예산"
JLPT N3,予想,よそう,"① 예상","① 예상"
JLPT N3,四つ角,よつかど,"① 네 모퉁이\n② 사거리","① 네 모퉁이\n② 사거리"
JLPT N3,夜中,よなか,"① 밤중,한밤중","① 밤중,한밤중"
JLPT N3,世の中,よのなか,"① 세상,세계","① 세상,세계"
JLPT N3,呼(び)出す,よびだす,"① 호출하다,불러내다","① 호출하다,불러내다"
JLPT N3,予報,よほう,"① 예보","① 예보"
JLPT N3,予防,よぼう,"① 예방","① 예방"
JLPT N3,喜び·欣び·歓び·悦び,よろこび,"① 기쁨\n② 경사","① 기쁨\n② 경사"
JLPT N3,楽,らく,"① 편안함,안락함\n② 용이함,쉬움","① 편안함,안락함\n② 용이함,쉬움"
JLPT N3,ランチ,lunch,"① 런치,점심식사","① 런치,점심식사"
JLPT N3,ランニング,running,"① 달리기,경주","① 달리기,경주"
JLPT N3,理科,りか,"① 이과 (=동의어 理系<りけい>)","① 이과 (=동의어 理系<りけい>)"
JLPT N3,理解,りかい,"① 이해","① 이해"
JLPT N3,利口·悧巧·利巧,りこう,"① 영리함,똑똑함","① 영리함,똑똑함"
JLPT N3,離婚,りこん,"① 이혼","① 이혼"
JLPT N3,理想,りそう,"① 이상","① 이상"
JLPT N3,リットル,(프랑스어) litre,"① 리터","① 리터"
JLPT N3,リボン,ribbon,"① 리본","① 리본"
JLPT N3,留学,りゅうがく,"① 유학","① 유학"
JLPT N3,流行,りゅうこう,"① 유행","① 유행"
JLPT N3,量,りょう,"① 양,분량","① 양,분량"
JLPT N3,両替,りょうがえ,"① 환전,돈을 바꿈","① 환전,돈을 바꿈"
JLPT N3,両がわ·両側,りょうがわ,"① 양측,양편","① 양측,양편"
JLPT N3,料金,りょうきん,"① 요금","① 요금"
JLPT N3,例外,れいがい,"① 예외","① 예외"
JLPT N3,冷静,れいせい,"① 냉정","① 냉정"
JLPT N3,冷凍,れいとう,"① 냉동","① 냉동"
JLPT N3,列,れつ,"① 줄,열,행렬","① 줄,열,행렬"
JLPT N3,連休,れんきゅう,"① 연휴","① 연휴"
JLPT N3,レンズ,lens,"① 렌즈","① 렌즈"
JLPT N3,録音,ろくおん,"① 녹음","① 녹음"
JLPT N3,ロビー,lobby,"① 로비,홀","① 로비,홀"
JLPT N3,輪,わ,"① 고리,원형\n② 바퀴","① 고리,원형\n② 바퀴"
JLPT N3,別れ,わかれ,"① 이별,작별","① 이별,작별"
JLPT N3,若若しい,わかわかしい,"① 젊다,생기발랄하다","① 젊다,생기발랄하다"
JLPT N3,態と,わざと,"① 고의로,일부러","① 고의로,일부러"
JLPT N3,話題,わだい,"① 화제","① 화제"
JLPT N3,渡り鳥,わたりどり,"① 철새,후조","① 철새,후조"
JLPT N3,詫び,わび,"① 사죄,사과","① 사죄,사과"
JLPT N3,笑い,わらい,"① 웃음,미소","① 웃음,미소"
JLPT N3,割,わり,"① 할,십분의 일","① 할,십분의 일"
JLPT N3,割(り)算,わりざん,"① 나눗셈","① 나눗셈"
JLPT N3,割引,わりびき,"① 할인,에누리함","① 할인,에누리함"
JLPT N3,アイスクリーム,icecream,"① 아이스크림","① 아이스크림"
JLPT N3,朝寝坊,あさねぼう,"① 늦잠꾸러기,늦잠을 잠","① 늦잠꾸러기,늦잠을 잠"
JLPT N3,意地悪,いじわる,"① 심술궂음,짓궂음\n② 심술쟁이","① 심술궂음,짓궂음\n② 심술쟁이"
JLPT N3,応接間,おうせつま,"① 응접실 (=동의어 応接室<おうせつしつ>)","① 응접실 (=동의어 応接室<おうせつしつ>)"
JLPT N3,海水浴,かいすいよく,"① 해수욕","① 해수욕"
JLPT N3,回数券,かいすうけん,"① 회수권","① 회수권"
JLPT N3,看護婦,かんごふ,"① 간호사","① 간호사"
JLPT N3,教科書,きょうかしょ,"① 교과서","① 교과서"
JLPT N3,高等学校,こうとうがっこう,"① 고등학교","① 고등학교"
JLPT N3,サラリーマン,salaried man,"① 샐러리맨,월급쟁이","① 샐러리맨,월급쟁이"
JLPT N3,時間割り,じかんわり,"① 수업 시간표\n② 예정표,할당표","① 수업 시간표\n② 예정표,할당표"
JLPT N3,時刻表,じこくひょう,"① 시간표","① 시간표"
JLPT N3,受話器,じゅわき,"① 수화기","① 수화기"
JLPT N3,消極的,しょうきょくてき,"① 소극적","① 소극적"
JLPT N3,消防署,しょうぼうしょ,"① 소방서","① 소방서"
JLPT N3,生年月日,せいねんがっぴ,"① 생년월일","① 생년월일"
JLPT N3,地下水,ちかすい,"① 지하수","① 지하수"
JLPT N3,調味料,ちょうみりょう,"① 조미료","① 조미료"
JLPT N3,定期券,ていきけん,"① 정기권,정기승차권\n(定期乗車券<ていきじょうしゃけん>의 준말)","① 정기권,정기승차권\n(定期乗車券<ていきじょうしゃけん>의 준말)"
JLPT N3,テニスコート,tennis court,"① 테니스 코트","① 테니스 코트"
JLPT N3,ネックレス,necklace,"① 목걸이","① 목걸이"
JLPT N3,パスポート,passport,"① 패스포트,여권","① 패스포트,여권"
JLPT N3,ハンドバッグ,handbag,"① 핸드백","① 핸드백"
JLPT N3,文房具,ぶんぼうぐ,"① 문방구  (=동의어文具<ぶんぐ>)","① 문방구  (=동의어文具<ぶんぐ>)"
JLPT N3,明後日,みょうごにち,"① 모레  (=동의어あさって)","① 모레  (=동의어あさって)"
JLPT N3,面倒臭い,めんどうくさい,"① 아주 귀찮다,몹시 성가시다","① 아주 귀찮다,몹시 성가시다"
JLPT N3,もうしわけない,もうしわけない,"① 변명의 여지가 없다,미안하다","① 변명의 여지가 없다,미안하다"
JLPT N3,勿体無い·物体無い,もったいない,"① 아깝다\n② 황송하다,고맙다","① 아깝다\n② 황송하다,고맙다"
JLPT N3,幼稚園,ようちえん,"① 유치원","① 유치원"
JLPT N3,留守番,るすばん,"① 집안 사람들이 부재 중일 때 집을 지키는 것","① 집안 사람들이 부재 중일 때 집을 지키는 것"
JLPT N2,愛情,あいじょう,"① 애정,사랑","① 애정,사랑"
JLPT N2,合図,あいず,"① 신호,사인\n(눈짓·몸짓·소리 등 모든 방법의 총칭)","① 신호,사인\n(눈짓·몸짓·소리 등 모든 방법의 총칭)"
JLPT N2,アイデア,idea,"① 아이디어\n② 생각,착상","① 아이디어\n② 생각,착상"
JLPT N2,曖昧,あいまい,"① 애매모호한,두루뭉술한","① 애매모호한,두루뭉술한"
JLPT N2,青,あお,"① 파란색,청색 (녹색)","① 파란색,청색 (녹색)"
JLPT N2,仰ぐ,あおぐ,"① 우러러보다,위를 보다\n② 치켜들다,들이키다","① 우러러보다,위를 보다\n② 치켜들다,들이키다"
JLPT N2,赤,あか,"① 빨간,붉은 색","① 빨간,붉은 색"
JLPT N2,赤字,あかじ,"① 적자","① 적자"
JLPT N2,明(か)り,あかり,"① 환한 빛,밝은 빛\n② 결백한 증거","① 환한 빛,밝은 빛\n② 결백한 증거"
JLPT N2,呆れる·惘れる,あきれる,"① 질리다,어이없다,기가 막히다","① 질리다,어이없다,기가 막히다"
JLPT N2,アクセント,accent,"① 악센트\n② 강조,중점","① 악센트\n② 강조,중점"
JLPT N2,悪魔,あくま,"① 악마","① 악마"
JLPT N2,飽く迄,あくまで,"① 어디까지나,철저하게,끝까지","① 어디까지나,철저하게,끝까지"
JLPT N2,明くる,あくる,"① 다음의,이듬","① 다음의,이듬"
JLPT N2,明けがた·明け方,あけがた,"① 새벽녘,동틀녘","① 새벽녘,동틀녘"
JLPT N2,焦る,あせる,"① 안달하다,초조하게 굴다","① 안달하다,초조하게 굴다"
JLPT N2,当(た)り,あたり,"① 촉감,감촉\n② 붙임성\n③ 짐작,짚어 보는 것\n④ 대성공하다","① 촉감,감촉\n② 붙임성\n③ 짐작,짚어 보는 것\n④ 대성공하다"
JLPT N2,彼方此方,あちこち,"① 여기저기,이곳 저곳","① 여기저기,이곳 저곳"
JLPT N2,あつかましい·厚かましい,あつかましい,"① 뻔뻔스럽다 (=동의어ずうずうしい)","① 뻔뻔스럽다 (=동의어ずうずうしい)"
JLPT N2,圧縮,あっしゅく,"① 압축","① 압축"
JLPT N2,彼方,あっち,"① 저기,저쪽 (=동의어あちら)","① 저기,저쪽 (=동의어あちら)"
JLPT N2,あて名·宛名,あてな,"① (편지·서류 등에 적는) 수신인명","① (편지·서류 등에 적는) 수신인명"
JLPT N2,あてはまる·当てはまる·当て嵌まる,あてはまる,"① 꼭 들어맞다,적합하다","① 꼭 들어맞다,적합하다"
JLPT N2,あてはめる·当てはめる·当て嵌める,あてはめる,"① 꼭 들어맞추다,적용시키다","① 꼭 들어맞추다,적용시키다"
JLPT N2,暴れる,あばれる,"① 난폭하게 굴다,날뛰다\n② 활약하다","① 난폭하게 굴다,날뛰다\n② 활약하다"
JLPT N2,炙る·焙る·燔る,あぶる,"① (불에) 쬐어 굽다,말리다　","① (불에) 쬐어 굽다,말리다　"
JLPT N2,甘やかす,あまやかす,"① 응석 부리게 하다","① 응석 부리게 하다"
JLPT N2,余る,あまる,"① 남다\n② 어떤 수량을 넘다\n③ 자기 능력 이상이다","① 남다\n② 어떤 수량을 넘다\n③ 자기 능력 이상이다"
JLPT N2,編(み)物,あみもの,"① 뜨개질,편물","① 뜨개질,편물"
JLPT N2,編む,あむ,"① 엮다,뜨다\n② 편찬하다,짜다","① 엮다,뜨다\n② 편찬하다,짜다"
JLPT N2,危うい,あやうい,"① 위태롭다,위험하다","① 위태롭다,위험하다"
JLPT N2,過ち,あやまち,"① 잘못,실수\n② 과오,오류","① 잘못,실수\n② 과오,오류"
JLPT N2,誤り·謬り,あやまり,"① 잘못,틀림,실수 (=동의어あやまち)","① 잘못,틀림,실수 (=동의어あやまち)"
JLPT N2,あら,あら,"① 어머,어머나","① 어머,어머나"
JLPT N2,荒い,あらい,"① 거칠다\n② 절도가 없다","① 거칠다\n② 절도가 없다"
JLPT N2,嵐,あらし,"① 폭풍,폭풍우","① 폭풍,폭풍우"
JLPT N2,粗筋·荒筋,あらすじ,"① 줄거리,개요","① 줄거리,개요"
JLPT N2,争う,あらそう,"① 다투다,경쟁하다","① 다투다,경쟁하다"
JLPT N2,新た,あらた,"① 새로움,새로 시작","① 새로움,새로 시작"
JLPT N2,改めて,あらためて,"① 새롭게,다시\n② 새삼스럽게","① 새롭게,다시\n② 새삼스럽게"
JLPT N2,改める,あらためる,"① 고치다,변경하다","① 고치다,변경하다"
JLPT N2,有らゆる,あらゆる,"① 모든,온갖,다양한","① 모든,온갖,다양한"
JLPT N2,現(わ)れ,あらわれ,"① 표현,발로\n② 결과","① 표현,발로\n② 결과"
JLPT N2,有り難う,ありがとう,"① 고맙다,고마워 (=동의어ありがと)","① 고맙다,고마워 (=동의어ありがと)"
JLPT N2,或いは,あるいは,"① 혹은,또는","① 혹은,또는"
JLPT N2,荒れる,あれる,"① 거칠어지다,거세지다\n② 황폐해지다","① 거칠어지다,거세지다\n② 황폐해지다"
JLPT N2,慌ただしい·遽しい,あわただしい,"① 어수선하다,분주하다","① 어수선하다,분주하다"
JLPT N2,あわれ·哀れ·憐れ,あわれ,"① 불쌍함,가련함","① 불쌍함,가련함"
JLPT N2,案,あん,"① 제안,안\n② 예상,생각","① 제안,안\n② 예상,생각"
JLPT N2,安定,あんてい,"① 안정","① 안정"
JLPT N2,余り,あんまり,"① 너무,지나치게\n② 그다지","① 너무,지나치게\n② 그다지"
JLPT N2,胃,い,"① 위,위장 (=동의어いぶくろ)","① 위,위장 (=동의어いぶくろ)"
JLPT N2,言いつける·言い付ける,いいつける,"① 분부하다,명령하다","① 분부하다,명령하다"
JLPT N2,委員,いいん,"① 위원","① 위원"
JLPT N2,幾分,いくぶん,"① 일부분\n② 다소,어느정도","① 일부분\n② 다소,어느정도"
JLPT N2,生(け)花·活け花,いけばな,"① 꽃꽂이,꽃꽂이한 꽃","① 꽃꽂이,꽃꽂이한 꽃"
JLPT N2,意向·意嚮,いこう,"① 의향,의도","① 의향,의도"
JLPT N2,維持,いじ,"① 유지","① 유지"
JLPT N2,意識,いしき,"① 의식","① 의식"
JLPT N2,泉,いずみ,"① 샘,샘물\n② 원천","① 샘,샘물\n② 원천"
JLPT N2,何れ·孰れ,いずれ,"① 어느,어느 쪽,어디","① 어느,어느 쪽,어디"
JLPT N2,偉大,いだい,"① 위대","① 위대"
JLPT N2,抱く,いだく,"① 안다,품다 (=동의어だく)","① 안다,품다 (=동의어だく)"
JLPT N2,悪戯,いたずら,"① 장난","① 장난"
JLPT N2,至る·到る,いたる,"① 이르다,도달하다","① 이르다,도달하다"
JLPT N2,いちおう·一応·一往,いちおう,"① 우선,어떻든\n② 좀더","① 우선,어떻든\n② 좀더"
JLPT N2,一流,いちりゅう,"① 일류,일류의","① 일류,일류의"
JLPT N2,一家,いっか,"① 일가,한 집\n② 한 세대,한 가족","① 일가,한 집\n② 한 세대,한 가족"
JLPT N2,一種,いっしゅ,"① 일종,일종의\n② 조금,뭔가","① 일종,일종의\n② 조금,뭔가"
JLPT N2,一瞬,いっしゅん,"① 순간,일순간","① 순간,일순간"
JLPT N2,一層,いっそう,"① 한층,더욱더 (=동의어さらに·ますます)","① 한층,더욱더 (=동의어さらに·ますます)"
JLPT N2,一旦,いったん,"① 일단","① 일단"
JLPT N2,一致,いっち,"① 일치","① 일치"
JLPT N2,一定,いってい,"① 일정","① 일정"
JLPT N2,一般,いっぱん,"① 일반,일반적인","① 일반,일반적인"
JLPT N2,一方,いっぽう,"① 한쪽,한편","① 한쪽,한편"
JLPT N2,移転,いてん,"① 이전,이전하다","① 이전,이전하다"
JLPT N2,井戸,いど,"① 우물","① 우물"
JLPT N2,移動,いどう,"① 이동","① 이동"
JLPT N2,稲,いね,"① 벼","① 벼"
JLPT N2,威張る,いばる,"① 뽐내다,거만하게 굴다,으스대다","① 뽐내다,거만하게 굴다,으스대다"
JLPT N2,衣服,いふく,"① 의복,옷 (=동의어着物<きもの>)","① 의복,옷 (=동의어着物<きもの>)"
JLPT N2,今に,いまに,"① 곧,조만간\n② 머지않아,언젠가","① 곧,조만간\n② 머지않아,언젠가"
JLPT N2,愈·愈愈·弥弥,いよいよ,"① 점점,더욱더\n② 드디어,결국","① 점점,더욱더\n② 드디어,결국"
JLPT N2,依頼,いらい,"① 의뢰,부탁","① 의뢰,부탁"
JLPT N2,いらっしゃい,いらっしゃい,"① 어서 와, 어서 오세요","① 어서 와, 어서 오세요"
JLPT N2,入(れ)物·容れ物,いれもの,"① 용기,그릇,상자","① 용기,그릇,상자"
JLPT N2,祝(い),いわい,"① 축하\n② 축하 선물","① 축하\n② 축하 선물"
JLPT N2,言わば·謂わば,いわば,"① 말하자면,비유해서 말한다면","① 말하자면,비유해서 말한다면"
JLPT N2,所謂,いわゆる,"① 소위,이른바","① 소위,이른바"
JLPT N2,インキ,ink,"① 잉크 (=동의어インク)","① 잉크 (=동의어インク)"
JLPT N2,印刷,いんさつ,"① 인쇄","① 인쇄"
JLPT N2,引退,いんたい,"① 은퇴,물러나다","① 은퇴,물러나다"
JLPT N2,引用,いんよう,"① 인용","① 인용"
JLPT N2,引力,いんりょく,"① 인력","① 인력"
JLPT N2,ウイスキー,ウイスキー,"① 위스키","① 위스키"
JLPT N2,ウーマン,woman,"① 우먼,여자","① 우먼,여자"
JLPT N2,ウール,wool,"①울(wool)","①울(wool)"
JLPT N2,ウエートレス,waitress,"① 웨이트리스","① 웨이트리스"
JLPT N2,植木,うえき,"① 정원수\n② 분재,화분에 심어 기르는 나무","① 정원수\n② 분재,화분에 심어 기르는 나무"
JLPT N2,魚,うお,"① 물고기,생선 (=동의어さかな)","① 물고기,생선 (=동의어さかな)"
JLPT N2,承る,うけたまわる,"① 삼가 듣다,삼가 받다\n② 승낙하다","① 삼가 듣다,삼가 받다\n② 승낙하다"
JLPT N2,受(け)取り,うけとり,"① 수취함,받음","① 수취함,받음"
JLPT N2,失う,うしなう,"① 잃다,놓치다","① 잃다,놓치다"
JLPT N2,薄める,うすめる,"① (물 따위를 타서) 희석시키다,묽게하다","① (물 따위를 타서) 희석시키다,묽게하다"
